accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.9980624914169312,0.9998319745063782,0.0066891140304505825,0.9979360699653625,0.9981858134269714,0.9999374747276306,0.9999998807907104,0.00046354421647265553,1.0,0.9998754858970642,0.0005000000237487257
0.9986249804496765,0.999782919883728,0.005385213065892458,0.9985613226890564,0.9986862540245056,0.9998124837875366,0.9999999403953552,0.0005915212677791715,1.0,0.9996263980865479,0.0005000000237487257
0.9987343549728394,0.9998618364334106,0.004893275443464518,0.998748779296875,0.9987175464630127,0.9995625019073486,0.9999376535415649,0.0008063988643698394,0.9995019435882568,0.9996263980865479,0.0005000000237487257
0.9986249804496765,0.9998475313186646,0.004806128796190023,0.9985613226890564,0.9986862540245056,0.9999374747276306,0.9999377727508545,0.0004167138540651649,1.0,0.9998754858970642,0.0005000000237487257
0.9986562728881836,0.9998173713684082,0.004705497063696384,0.9985302686691284,0.9987801313400269,0.999750018119812,0.9999375939369202,0.0009766172152012587,0.9998754262924194,0.9996263980865479,0.0005000000237487257
0.9989843964576721,0.9999143481254578,0.003605057019740343,0.9989054203033447,0.999061644077301,0.9998124837875366,0.9999376535415649,0.000992119894362986,1.0,0.9996263980865479,0.0005000000237487257
0.9992031455039978,0.9999171495437622,0.002845719223842025,0.9991867542266846,0.9992180466651917,0.9998124837875366,0.9999377131462097,0.0006616052705794573,1.0,0.9996263980865479,0.0002500000118743628
0.999218761920929,0.9999328255653381,0.0027831499464809895,0.999155580997467,0.999280571937561,0.9998124837875366,0.9998131394386292,0.001155272824689746,1.0,0.9996263980865479,0.0002500000118743628
0.9992969036102295,0.9999818205833435,0.0020674734842032194,0.999280571937561,0.9993118643760681,0.9998124837875366,1.0,0.0006790978950448334,1.0,0.9996263980865479,0.0002500000118743628
0.9990624785423279,0.9999176263809204,0.0030773719772696495,0.9992490410804749,0.9988739490509033,0.9998124837875366,0.9999377727508545,0.0007098487112671137,1.0,0.9996263980865479,0.0002500000118743628
0.9994062781333923,0.9999029040336609,0.0024525350891053677,0.9993744492530823,0.9994369745254517,0.999750018119812,0.9999995827674866,0.0008960810373537242,0.9998754262924194,0.9996263980865479,0.0002500000118743628
0.9995625019073486,0.9999830722808838,0.0013964495155960321,0.9994683265686035,0.9996559023857117,0.9998124837875366,0.9998753666877747,0.0008708207751624286,1.0,0.9996263980865479,0.0001250000059371814
0.9995156526565552,0.9999821186065674,0.001748751732520759,0.9995620250701904,0.9994682669639587,0.9998124837875366,0.9998754262924194,0.0009263076935894787,1.0,0.9996263980865479,0.0001250000059371814
0.9996562600135803,0.9999675154685974,0.0013430535327643156,0.9996559023857117,0.9996559023857117,0.9998124837875366,0.9999377131462097,0.0008194770780391991,1.0,0.9996263980865479,0.0001250000059371814
0.999625027179718,0.9999518990516663,0.0013659197138622403,0.9996559023857117,0.9995933771133423,0.9998124837875366,0.9998753666877747,0.0009899132419377565,1.0,0.9996263980865479,0.0001250000059371814
0.9996718764305115,0.9999680519104004,0.0012640621280297637,0.9996871948242188,0.9996559023857117,0.9998124837875366,0.9999376535415649,0.0009790905751287937,1.0,0.9996263980865479,0.0001250000059371814
0.9995781183242798,0.9999202489852905,0.0019449042156338692,0.9995308518409729,0.9996246695518494,0.9998124837875366,1.0,0.0008749894332140684,1.0,0.9996263980865479,6.25000029685907e-05
0.9996874928474426,0.9999678730964661,0.0013552168384194374,0.9996559619903564,0.9997184872627258,0.9998124837875366,0.9999377727508545,0.0009729464072734118,1.0,0.9996263980865479,6.25000029685907e-05
0.9996406435966492,0.999983549118042,0.0011324564693495631,0.9995934367179871,0.9996871948242188,0.9998124837875366,0.9999377727508545,0.00092181476065889,1.0,0.9996263980865479,6.25000029685907e-05
0.9994999766349792,0.9999675750732422,0.0014537574024870992,0.9995307922363281,0.9994682669639587,0.9998124837875366,1.0,0.0008928207098506391,1.0,0.9996263980865479,6.25000029685907e-05
0.999625027179718,0.9999836683273315,0.001137284911237657,0.9996559023857117,0.9995933771133423,0.9998124837875366,1.0,0.0007612330955453217,1.0,0.9996263980865479,6.25000029685907e-05
0.9995781183242798,0.9999834299087524,0.0013631721958518028,0.9994059205055237,0.9997497797012329,0.9998124837875366,1.0,0.0008274306892417371,1.0,0.9996263980865479,3.125000148429535e-05
0.999750018119812,0.9999841451644897,0.000873666605912149,0.9997497797012329,0.9997497797012329,0.9998124837875366,1.0,0.0008527858881279826,1.0,0.9996263980865479,3.125000148429535e-05
0.9996562600135803,0.9999524354934692,0.0012315432541072369,0.9995934367179871,0.9997184872627258,0.9998124837875366,1.0,0.0008504890720359981,1.0,0.9996263980865479,3.125000148429535e-05
0.9997344017028809,0.9999678134918213,0.0011519541731104255,0.9997810125350952,0.9996871948242188,0.9998124837875366,1.0,0.0008275356376543641,1.0,0.9996263980865479,3.125000148429535e-05
0.9997031092643738,0.9999209046363831,0.0013100391952320933,0.9996247291564941,0.99978107213974,0.9998124837875366,1.0,0.0008577023399993777,1.0,0.9996263980865479,3.125000148429535e-05
0.9996874928474426,0.9999836683273315,0.0009843575535342097,0.9996559619903564,0.9997184872627258,0.9998124837875366,1.0,0.0008080985862761736,1.0,0.9996263980865479,1.5625000742147677e-05
0.999625027179718,0.9999208450317383,0.0014903581468388438,0.9996559023857117,0.9995933771133423,0.9998124837875366,1.0,0.0008404473774135113,1.0,0.9996263980865479,1.5625000742147677e-05
0.9995937347412109,0.9999680519104004,0.0011662677861750126,0.9994996190071106,0.9996871948242188,0.9998124837875366,1.0,0.0008067834423854947,1.0,0.9996263980865479,1.5625000742147677e-05
0.9997812509536743,0.9999682307243347,0.0009443710441701114,0.9997497797012329,0.9998123049736023,0.9998124837875366,1.0,0.0008187373168766499,1.0,0.9996263980865479,1.5625000742147677e-05
0.9996874928474426,0.9999997615814209,0.0008013056358322501,0.9995622038841248,0.9998123049736023,0.9998124837875366,1.0,0.0008502168348059058,1.0,0.9996263980865479,1.5625000742147677e-05
0.9996093511581421,0.9999682307243347,0.0011844397522509098,0.9995933771133423,0.9996246695518494,0.9998124837875366,1.0,0.0008605062030255795,1.0,0.9996263980865479,7.812500371073838e-06
0.9998281002044678,0.9999840259552002,0.0007573565817438066,0.9998123049736023,0.9998435974121094,0.9998124837875366,1.0,0.0008614766411483288,1.0,0.9996263980865479,7.812500371073838e-06
0.9996874928474426,0.9999678730964661,0.0011399693321436644,0.9996559619903564,0.9997184872627258,0.9998124837875366,1.0,0.0008822916424833238,1.0,0.9996263980865479,7.812500371073838e-06
0.999750018119812,0.9999839663505554,0.0009465224575251341,0.9997184872627258,0.99978107213974,0.9998124837875366,1.0,0.0008720826008357108,1.0,0.9996263980865479,7.812500371073838e-06
0.9998593926429749,0.9999841451644897,0.0005793581949546933,0.9998123645782471,0.9999061822891235,0.9998124837875366,1.0,0.0008597384439781308,1.0,0.9996263980865479,7.812500371073838e-06
0.9997187256813049,0.9999526143074036,0.001122565008699894,0.9998123049736023,0.9996246695518494,0.9998124837875366,1.0,0.0008629493531771004,1.0,0.9996263980865479,3.906250185536919e-06
0.9997187256813049,0.9999523758888245,0.001141861779615283,0.9996247291564941,0.9998123049736023,0.9998124837875366,1.0,0.0008590819197706878,1.0,0.9996263980865479,3.906250185536919e-06
0.9997812509536743,0.9999841451644897,0.0007536608609370887,0.9998435974121094,0.9997184872627258,0.9998124837875366,1.0,0.0008665826753713191,1.0,0.9996263980865479,3.906250185536919e-06
0.9997344017028809,0.9999839067459106,0.000907331588678062,0.9996872544288635,0.99978107213974,0.9998124837875366,1.0,0.0008551349164918065,1.0,0.9996263980865479,3.906250185536919e-06
0.9996562600135803,0.999983549118042,0.0011209066724404693,0.9995934367179871,0.9997184872627258,0.9998124837875366,1.0,0.000867839262355119,1.0,0.9996263980865479,3.906250185536919e-06
0.9997656345367432,0.9999839067459106,0.0009303507395088673,0.9997810125350952,0.9997497797012329,0.9998124837875366,1.0,0.0008405770640820265,1.0,0.9996263980865479,1.9531250927684596e-06
0.9997031092643738,0.9999678730964661,0.001388300210237503,0.9997184872627258,0.9996871948242188,0.9998124837875366,1.0,0.0008495710208080709,1.0,0.9996263980865479,1.9531250927684596e-06
0.9998437762260437,1.0,0.0005209174123592675,0.9998123645782471,0.9998748898506165,0.9998124837875366,1.0,0.0008383696549572051,1.0,0.9996263980865479,1.9531250927684596e-06
0.9997344017028809,0.9999996423721313,0.0007867925451137125,0.9996247291564941,0.9998435974121094,0.9998124837875366,1.0,0.0008676373399794102,1.0,0.9996263980865479,1.9531250927684596e-06
0.9997812509536743,0.9999840259552002,0.0007993411272764206,0.9996872544288635,0.9998748898506165,0.9998124837875366,1.0,0.0008906750590540469,1.0,0.9996263980865479,1.9531250927684596e-06
0.999750018119812,0.9999837279319763,0.0010545506374910474,0.9998123049736023,0.9996871948242188,0.9998124837875366,1.0,0.0008610090590082109,1.0,0.9996263980865479,9.765625463842298e-07
0.9996874928474426,0.999952495098114,0.0010940798092633486,0.9997184872627258,0.9996559023857117,0.9998124837875366,1.0,0.0008531931671313941,1.0,0.9996263980865479,9.765625463842298e-07
0.9996874928474426,0.9999681115150452,0.0012108215596526861,0.9997497200965881,0.9996246695518494,0.9998124837875366,1.0,0.0008697689627297223,1.0,0.9996263980865479,9.765625463842298e-07
0.9998437762260437,0.9999839067459106,0.0007529311696998775,0.9998123645782471,0.9998748898506165,0.9998124837875366,1.0,0.0008534356602467597,1.0,0.9996263980865479,9.765625463842298e-07
0.9997812509536743,0.9999682307243347,0.0009986183140426874,0.9998748302459717,0.9996871948242188,0.9998124837875366,1.0,0.000836819177493453,1.0,0.9996263980865479,9.765625463842298e-07
0.9996093511581421,0.9999681115150452,0.0011252446565777063,0.9995933771133423,0.9996246695518494,0.9998124837875366,1.0,0.000872740987688303,1.0,0.9996263980865479,4.882812731921149e-07
0.9996406435966492,0.9999525547027588,0.0012454692041501403,0.9994996786117554,0.99978107213974,0.9998124837875366,1.0,0.0008641764870844781,1.0,0.9996263980865479,4.882812731921149e-07
0.9997187256813049,0.9999211430549622,0.0013238855171948671,0.9997184872627258,0.9997184872627258,0.9998124837875366,1.0,0.0008505955338478088,1.0,0.9996263980865479,4.882812731921149e-07
0.9996874928474426,0.9999679923057556,0.0012341901892796159,0.9996871948242188,0.9996871948242188,0.9998124837875366,1.0,0.0008593418169766665,1.0,0.9996263980865479,4.882812731921149e-07
0.9997656345367432,0.9999840259552002,0.0008515548543073237,0.9996872544288635,0.9998435974121094,0.9998124837875366,1.0,0.0008359818020835519,1.0,0.9996263980865479,4.882812731921149e-07
0.999750018119812,0.9999682307243347,0.0011548856273293495,0.9997810125350952,0.9997184872627258,0.9998124837875366,1.0,0.0008564310846850276,1.0,0.9996263980865479,2.4414063659605745e-07
0.9996562600135803,0.9999839067459106,0.0009685896220616996,0.999718427658081,0.9995933771133423,0.9998124837875366,1.0,0.0008567046606913209,1.0,0.9996263980865479,2.4414063659605745e-07
0.9998281002044678,0.9999683499336243,0.0008398997015319765,0.99978107213974,0.9998748898506165,0.9998124837875366,1.0,0.0008537615649402142,1.0,0.9996263980865479,2.4414063659605745e-07
0.9995937347412109,0.9999524354934692,0.0014295339351519942,0.9996559023857117,0.9995307922363281,0.9998124837875366,1.0,0.0008397199562750757,1.0,0.9996263980865479,2.4414063659605745e-07
0.9996562600135803,0.9999833703041077,0.0012489606160670519,0.9997497200965881,0.9995620846748352,0.9998124837875366,1.0,0.0008488449966534972,1.0,0.9996263980865479,2.4414063659605745e-07
0.9997187256813049,0.9999998807907104,0.0005826678825542331,0.9996559619903564,0.99978107213974,0.9998124837875366,1.0,0.00085785414557904,1.0,0.9996263980865479,1.2207031829802872e-07
0.9997187256813049,0.9999840259552002,0.000895609671715647,0.9997810125350952,0.9996559023857117,0.9998124837875366,1.0,0.0008541260031051934,1.0,0.9996263980865479,1.2207031829802872e-07
0.9997031092643738,0.9999836683273315,0.0010191485052928329,0.9997497200965881,0.9996559023857117,0.9998124837875366,1.0,0.0008682279731146991,1.0,0.9996263980865479,1.2207031829802872e-07
0.9997031092643738,0.9999523758888245,0.0012775479117408395,0.9996247291564941,0.99978107213974,0.9998124837875366,1.0,0.0008545376476831734,1.0,0.9996263980865479,1.2207031829802872e-07
0.9998281002044678,0.9999527335166931,0.0007907559629529715,0.99978107213974,0.9998748898506165,0.9998124837875366,1.0,0.000848418683744967,1.0,0.9996263980865479,1.2207031829802872e-07
0.9996406435966492,0.9999053478240967,0.0014535627560690045,0.9995934367179871,0.9996871948242188,0.9998124837875366,1.0,0.0008545008022338152,1.0,0.9996263980865479,1.0000000116860974e-07
0.9996718764305115,0.9999836683273315,0.0010474006412550807,0.9995934367179871,0.9997497797012329,0.9998124837875366,1.0,0.0008530943305231631,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997344017028809,0.9999681711196899,0.0009998512687161565,0.9996247291564941,0.9998435974121094,0.9998124837875366,1.0,0.0008552457438781857,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997812509536743,0.9999837279319763,0.0009606173844076693,0.9997497797012329,0.9998123049736023,0.9998124837875366,1.0,0.0008634707191959023,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997656345367432,0.9999839067459106,0.0008520801202394068,0.9997497797012329,0.99978107213974,0.9998124837875366,1.0,0.000835456361528486,1.0,0.9996263980865479,1.0000000116860974e-07
0.9998281002044678,0.9999998211860657,0.0006836442626081407,0.99978107213974,0.9998748898506165,0.9998124837875366,1.0,0.0008563918527215719,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997187256813049,0.9999681711196899,0.0009451005607843399,0.9996872544288635,0.9997497797012329,0.9998124837875366,1.0,0.0008418753859587014,1.0,0.9996263980865479,1.0000000116860974e-07
0.9998437762260437,0.9999841451644897,0.0006731266621500254,0.9998435974121094,0.9998435974121094,0.9998124837875366,1.0,0.0008487313752993941,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997344017028809,0.9999836087226868,0.0010001306654885411,0.9997810125350952,0.9996871948242188,0.9998124837875366,1.0,0.0008442401885986328,1.0,0.9996263980865479,1.0000000116860974e-07
0.999750018119812,0.9999526143074036,0.0012342826230451465,0.9997810125350952,0.9997184872627258,0.9998124837875366,1.0,0.0008465537102892995,1.0,0.9996263980865479,1.0000000116860974e-07
0.9998124837875366,0.9999997615814209,0.0006383423460647464,0.99978107213974,0.9998435974121094,0.9998124837875366,1.0,0.0008586473413743079,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997968673706055,0.9999526143074036,0.0010348253417760134,0.9998748898506165,0.9997184872627258,0.9998124837875366,1.0,0.0008573664235882461,1.0,0.9996263980865479,1.0000000116860974e-07
0.9996406435966492,0.9999990463256836,0.0011377251939848065,0.9998122453689575,0.9994682669639587,0.9998124837875366,1.0,0.0008525665034539998,1.0,0.9996263980865479,1.0000000116860974e-07
0.9996874928474426,0.9999525547027588,0.00113466486800462,0.9996871948242188,0.9996871948242188,0.9998124837875366,1.0,0.0008762305951677263,1.0,0.9996263980865479,1.0000000116860974e-07
0.9996718764305115,0.999983549118042,0.001290806569159031,0.9995934367179871,0.9997497797012329,0.9998124837875366,1.0,0.0008380917133763433,1.0,0.9996263980865479,1.0000000116860974e-07
0.9997656345367432,0.9999678730964661,0.0011588102206587791,0.9998123049736023,0.9997184872627258,0.9998124837875366,1.0,0.000837972795125097,1.0,0.9996263980865479,1.0000000116860974e-07
0.9998124837875366,0.9999684691429138,0.0008339948253706098,0.9998748898506165,0.9997497797012329,0.9998124837875366,1.0,0.0008449798333458602,1.0,0.9996263980865479,1.0000000116860974e-07
0.9998124837875366,0.9999840259552002,0.00071894092252478,0.9997497797012329,0.9998748898506165,0.9998124837875366,1.0,0.0008540538838133216,1.0,0.9996263980865479,1.0000000116860974e-07
